"In Quebec, sweeping closures, expanded restrictions and a new testing clinic are in effect on Monday to slow the spread of the novel coronavirus.

 https://t.co/3LhxWMblQo"
Coronavirus: Many West Island playgrounds close as preventive measure - Montreal | https://t.co/AIH5DptC9d https://t.co/ft61x5SiSB
Dealmaking in the time of coronavirus: Endeavour to acquire Montreal-based Semafo in $1-billion deal /via @globeandmail https://t.co/2gVSIx5ZLQ
"@rachel_lau @CTVMontreal What about employeurs like @GroupeTVA @Quebecor @tvanouvelles where work remotely is out of question? My sister works there (computer only), computers are shared and they have an employee  TESTED POSITIVE for #coronavirus on the Sherbrooke team #Montreal #quebec"
Musical Montrealers sing Leonard Cohen songs amid COVID-19 pandemic https://t.co/x4vissgOKy
Transat A.T. temporarily lays off 70 per cent of staff amid spread of COVID-19 https://t.co/e0rehW0Nqu
Video of first morning of operation of the new outdoor COVID-19 testing clinic in Montreal's Place des festivals https://t.co/sqc55fbVI0 via @lp_lapresse
#Engineers! Now is a good time to demonstrate how #EngineersCare: https://t.co/6ugILN9eNx
Follow along and stay updated with our live #coronavirus in Canada blog here: https://t.co/e6Ex6OMFsY
"Meanwhile some encouraging Covid-19 news from my city, Montreal, Quebec: https://t.co/2nomfFNEgi"
Dine-in restaurants and bars in Quebec will be closed until at least May https://t.co/5nmB7H84bb https://t.co/VOhQ0lBoBJ
"""A recession is now all but certain, according to a Wall Street Journal survey of 34 economists, which projects a downturn that would last months at least, and would in some ways rival—and possibly even surpass—the severity of the 2007-09 slump"" #COVIDー19 https://t.co/lShy3V3BPs"
"#allthismoney #imrichbitch #coronawatch #coronavirus #covıd19 #toilletpaper How am I gonna wipe my ass? #comedy #improv @ Montreal, Quebec https://t.co/t1psb5NpBy"
"Singing to the streets so we can be alone together.
https://t.co/7Tj39DFPCd  #canada #canadian #news"
"Last month, 18-year-old Luis Binks left Spurs' youth teams to join the Montreal Impact.

He was impressive, before COVID–19 stopped MLS. @JustinSousa99 analyses Binks' early Impact performances under Thierry Henry.

https://t.co/YVy02sUbxH"
03-23 #Montreal state of emergency in effect https://t.co/J5kko4jSpD
"COVID-19: Quebec closing shopping malls, schools and restaurant dining rooms until May 1st.

The provincial governments continue to lead the way.

#Cdnpoli #COVID19 
https://t.co/Pckfz6lvlA"
Montreal couple’s wedding in danger of being cancelled amid COVID-19 pandemic https://t.co/hq2ouzERbf https://t.co/TeRJdU5PtF
"Canada is home to some of the best innovators: Montreal-based Medicom, to produce N95 masks; Spartan, Ottawa company to develop portable diagnostic device for rapid test results for COVID-19 &amp; Thornhill Medical to scale up production of ventilators https://t.co/wGYaiPXWLj"
BREAKING: A state of emergency is now in effect #Montreal #COVID19 https://t.co/1unDSouY5R
Montreal opens walk-in clinic to test for COVID-19 https://t.co/iF4kY7pn1n
"The last time Montreal police declared a state of emergency was during the 1998 ice storm.

https://t.co/We8aI4K3ip"
"For #COVID19 answers, facts and Canadian stories – watch the Global News #coronavirus special tonight at 10 p.m. on Global https://t.co/z8bslKppn6"
